"year","AnnualTempMin","AnnualTempMax","AnnualTempMean"
"2015",-75.0328,37.1152,20.1252269550741
"2016",-6.3344,39.2711,19.3542604106497
"2017",-3.1906,38.2259,19.0873976601502
"2018",-13.0028,37.5776,17.9579364248855
"2019",-7.1462,38.9882,18.5953367977747
"2020",-4.9627,37.2108,18.0933419495238
"2021",-10.8257,36.1853,17.9579358228571
"2022",-7.3242,29.8028,10.7602654607418
