"year","AnnualTempMin","AnnualTempMax","AnnualTempMean"
"2015",-3.8913,33.1967,18.6311900739704
"2016",-12.2754,34.4279,16.0046660108974
"2017",-13.1236,32.4001,15.6312259417967
"2018",-15.618,32.3,14.8514954484863
"2019",-10.9254,34.7427,15.6150538010989
"2020",-9.6959,33.6211,15.0426964181402
"2021",-7.9991,31.8509,15.1399111457692
"2022",-8.8527,29.1857,7.43936226815018
