"year","AnnualTempMin","AnnualTempMax","AnnualTempMean"
"2016",-3.4148,35.1129,21.0878864727513
"2017",-6.9617,34.5013,19.0837576761447
"2018",-11.915,36.7438,18.2936056132509
"2019",-5.0151,36.6975,18.6641328434066
"2020",-4.741,36.7438,18.9816040951752
"2021",-8.5653,33.8229,18.1729446361264
"2022",-7.3242,29.8028,11.1570009622711
