"year","AnnualTempMin","AnnualTempMax","AnnualTempMean"
"2014",-11.1618,28.9275,8.94444907568453
"2015",-22.0071,32.4659,11.7110170553315
"2016",-19.9916,36.7156,12.4261683514721
"2017",-14.0601,34.0561,12.2708109012903
"2018",-19.5819,33.0853,11.8612601792308
"2019",-18.8055,34.3143,11.8500186182326
"2020",-12.2931,38.936,12.5608950695786
"2021",-14.1043,35.6313,12.3831014158516
"2022",-19.5579,24.394,2.76148002686813
